"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","HOUSECOST","REAL","IDX2015","Q","2006-Q3",155.126360977922,
"IRL","HOUSECOST","REAL","IDX2015","Q","2006-Q4",158.014556588574,
"IRL","HOUSECOST","REAL","IDX2015","Q","2007-Q1",160.251818970536,
"IRL","HOUSECOST","REAL","IDX2015","Q","2007-Q2",159.325759456642,
"IRL","HOUSECOST","REAL","IDX2015","Q","2007-Q3",156.927890939556,
"IRL","HOUSECOST","REAL","IDX2015","Q","2007-Q4",155.09698819728,
"IRL","HOUSECOST","REAL","IDX2015","Q","2008-Q1",153.41422858733,
"IRL","HOUSECOST","REAL","IDX2015","Q","2008-Q2",148.909614456601,
"IRL","HOUSECOST","REAL","IDX2015","Q","2008-Q3",144.285341945771,
"IRL","HOUSECOST","REAL","IDX2015","Q","2008-Q4",136.587996900414,
"IRL","HOUSECOST","REAL","IDX2015","Q","2009-Q1",136.175794052717,
"IRL","HOUSECOST","REAL","IDX2015","Q","2009-Q2",129.048269689267,
"IRL","HOUSECOST","REAL","IDX2015","Q","2009-Q3",123.696959813712,
"IRL","HOUSECOST","REAL","IDX2015","Q","2009-Q4",119.964446189067,
"IRL","HOUSECOST","REAL","IDX2015","Q","2010-Q1",117.811598258511,
"IRL","HOUSECOST","REAL","IDX2015","Q","2010-Q2",114.650625557146,
"IRL","HOUSECOST","REAL","IDX2015","Q","2010-Q3",110.324777298231,
"IRL","HOUSECOST","REAL","IDX2015","Q","2010-Q4",103.318277209395,
"IRL","HOUSECOST","REAL","IDX2015","Q","2011-Q1",100.224845342886,
"IRL","HOUSECOST","REAL","IDX2015","Q","2011-Q2",94.65843976384,
"IRL","HOUSECOST","REAL","IDX2015","Q","2011-Q3",87.9504235979837,
"IRL","HOUSECOST","REAL","IDX2015","Q","2011-Q4",83.1154079580049,
"IRL","HOUSECOST","REAL","IDX2015","Q","2012-Q1",79.6632499272004,
"IRL","HOUSECOST","REAL","IDX2015","Q","2012-Q2",77.7696710977106,
"IRL","HOUSECOST","REAL","IDX2015","Q","2012-Q3",77.4984209748206,
"IRL","HOUSECOST","REAL","IDX2015","Q","2012-Q4",78.3165299107605,
